Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,9021,1991,1,32.9,Y
IDCJAC0002,9021,1991,2,31.8,Y
IDCJAC0002,9021,1991,3,29,Y
IDCJAC0002,9021,1991,4,27.3,Y
IDCJAC0002,9021,1991,5,21.6,Y
IDCJAC0002,9021,1991,6,18.9,Y
IDCJAC0002,9021,1991,7,17.8,Y
IDCJAC0002,9021,1991,8,18.8,Y
IDCJAC0002,9021,1991,9,19.5,Y
IDCJAC0002,9021,1991,10,23.7,Y
IDCJAC0002,9021,1991,11,23.3,Y
IDCJAC0002,9021,1991,12,29,Y
IDCJAC0002,9021,1992,1,33.5,Y
IDCJAC0002,9021,1992,2,29.7,Y
IDCJAC0002,9021,1992,3,27.2,Y
IDCJAC0002,9021,1992,4,25.6,Y
IDCJAC0002,9021,1992,5,20.5,Y
IDCJAC0002,9021,1992,6,19,Y
IDCJAC0002,9021,1992,7,18.8,Y
